,hour,month,date,year,values
64,16.0,1.0,3.0,2018.0,-183.20000000000005
65,17.0,1.0,3.0,2018.0,10.9
66,18.0,1.0,3.0,2018.0,11.899999999999999
67,19.0,1.0,3.0,2018.0,12.700000000000003
68,20.0,1.0,3.0,2018.0,8.9
69,21.0,1.0,3.0,2018.0,4.899999999999999
70,22.0,1.0,3.0,2018.0,8.3
71,23.0,1.0,3.0,2018.0,14.7
72,0.0,1.0,4.0,2018.0,13.099999999999994
73,1.0,1.0,4.0,2018.0,16.800000000000004
74,2.0,1.0,4.0,2018.0,15.600000000000001
75,3.0,1.0,4.0,2018.0,11.100000000000001
76,4.0,1.0,4.0,2018.0,-34.69999999999999
77,5.0,1.0,4.0,2018.0,-228.60000000000002
78,6.0,1.0,4.0,2018.0,-251.60000000000002
79,7.0,1.0,4.0,2018.0,-251.49999999999994
80,8.0,1.0,4.0,2018.0,-239.10000000000002
81,9.0,1.0,4.0,2018.0,-218.70000000000002
82,10.0,1.0,4.0,2018.0,-220.70000000000002
83,11.0,1.0,4.0,2018.0,-213.10000000000002
84,12.0,1.0,4.0,2018.0,-179.29999999999998
85,13.0,1.0,4.0,2018.0,35.6
86,14.0,1.0,4.0,2018.0,39.0
87,15.0,1.0,4.0,2018.0,396.7
88,16.0,1.0,4.0,2018.0,764.0999999999999
89,17.0,1.0,4.0,2018.0,800.2999999999998
90,18.0,1.0,4.0,2018.0,791.5
91,19.0,1.0,4.0,2018.0,773.3000000000001
92,20.0,1.0,4.0,2018.0,788.5999999999999
93,21.0,1.0,4.0,2018.0,796.7000000000002
94,22.0,1.0,4.0,2018.0,788.7999999999998
95,23.0,1.0,4.0,2018.0,785.4000000000001
96,0.0,1.0,5.0,2018.0,779.5999999999999
97,1.0,1.0,5.0,2018.0,791.8
98,2.0,1.0,5.0,2018.0,786.0000000000002
99,3.0,1.0,5.0,2018.0,779.0999999999999
100,4.0,1.0,5.0,2018.0,779.1
101,5.0,1.0,5.0,2018.0,764.1999999999999
102,6.0,1.0,5.0,2018.0,564.8
103,7.0,1.0,5.0,2018.0,532.6
104,8.0,1.0,5.0,2018.0,548.6
105,9.0,1.0,5.0,2018.0,547.8
106,10.0,1.0,5.0,2018.0,538.5999999999999
107,11.0,1.0,5.0,2018.0,527.9000000000001
108,12.0,1.0,5.0,2018.0,532.5000000000001
109,13.0,1.0,5.0,2018.0,548.6000000000001
110,14.0,1.0,5.0,2018.0,585.0
111,15.0,1.0,5.0,2018.0,642.6
112,16.0,1.0,5.0,2018.0,639.1
113,17.0,1.0,5.0,2018.0,726.2000000000002
114,18.0,1.0,5.0,2018.0,740.2999999999998
115,19.0,1.0,5.0,2018.0,720.7999999999998
116,20.0,1.0,5.0,2018.0,608.1
117,21.0,1.0,5.0,2018.0,725.4
118,22.0,1.0,5.0,2018.0,727.5999999999999
119,23.0,1.0,5.0,2018.0,730.2999999999998
120,0.0,1.0,6.0,2018.0,718.0
121,1.0,1.0,6.0,2018.0,708.9
122,2.0,1.0,6.0,2018.0,714.2
123,3.0,1.0,6.0,2018.0,728.0999999999999
124,4.0,1.0,6.0,2018.0,731.6
125,5.0,1.0,6.0,2018.0,727.9
126,6.0,1.0,6.0,2018.0,725.5
127,7.0,1.0,6.0,2018.0,725.9000000000001
128,8.0,1.0,6.0,2018.0,735.0
129,9.0,1.0,6.0,2018.0,796.8
130,10.0,1.0,6.0,2018.0,782.2
131,11.0,1.0,6.0,2018.0,855.1000000000001
132,12.0,1.0,6.0,2018.0,794.6
133,13.0,1.0,6.0,2018.0,810.2999999999998
134,14.0,1.0,6.0,2018.0,778.2999999999998
135,15.0,1.0,6.0,2018.0,778.6
136,16.0,1.0,6.0,2018.0,778.4000000000001
137,17.0,1.0,6.0,2018.0,768.0999999999999
138,18.0,1.0,6.0,2018.0,748.2
139,19.0,1.0,6.0,2018.0,719.5999999999999
140,20.0,1.0,6.0,2018.0,745.5999999999999
141,21.0,1.0,6.0,2018.0,782.1
142,22.0,1.0,6.0,2018.0,771.0000000000002
143,23.0,1.0,6.0,2018.0,778.3000000000001
144,0.0,1.0,7.0,2018.0,781.9000000000001
145,1.0,1.0,7.0,2018.0,791.7999999999998
146,2.0,1.0,7.0,2018.0,756.9000000000001
147,3.0,1.0,7.0,2018.0,763.1
148,4.0,1.0,7.0,2018.0,763.4
149,5.0,1.0,7.0,2018.0,582.4999999999999
150,6.0,1.0,7.0,2018.0,478.30000000000007
151,7.0,1.0,7.0,2018.0,459.99999999999994
152,8.0,1.0,7.0,2018.0,453.1000000000001
153,9.0,1.0,7.0,2018.0,439.29999999999995
154,10.0,1.0,7.0,2018.0,498.3
155,11.0,1.0,7.0,2018.0,786.4999999999998
156,12.0,1.0,7.0,2018.0,749.9000000000001
157,13.0,1.0,7.0,2018.0,755.7
158,14.0,1.0,7.0,2018.0,757.1999999999999
159,15.0,1.0,7.0,2018.0,854.5999999999999
160,16.0,1.0,7.0,2018.0,795.5999999999999
161,17.0,1.0,7.0,2018.0,767.5999999999999
162,18.0,1.0,7.0,2018.0,834.9000000000001
163,19.0,1.0,7.0,2018.0,801.6
164,20.0,1.0,7.0,2018.0,780.4000000000001
165,21.0,1.0,7.0,2018.0,784.8
166,22.0,1.0,7.0,2018.0,781.9000000000001
167,23.0,1.0,7.0,2018.0,761.0999999999999
168,0.0,1.0,8.0,2018.0,747.1999999999999
169,1.0,1.0,8.0,2018.0,750.5000000000002
170,2.0,1.0,8.0,2018.0,748.8
171,3.0,1.0,8.0,2018.0,739.9000000000001
172,4.0,1.0,8.0,2018.0,747.5000000000002
173,5.0,1.0,8.0,2018.0,754.0999999999999
174,6.0,1.0,8.0,2018.0,801.5
175,7.0,1.0,8.0,2018.0,840.1
176,8.0,1.0,8.0,2018.0,787.2000000000002
177,9.0,1.0,8.0,2018.0,754.5999999999999
178,10.0,1.0,8.0,2018.0,745.5999999999999
179,11.0,1.0,8.0,2018.0,726.4
180,12.0,1.0,8.0,2018.0,806.8000000000001
181,13.0,1.0,8.0,2018.0,763.6
182,14.0,1.0,8.0,2018.0,771.6
183,15.0,1.0,8.0,2018.0,769.0000000000002
184,16.0,1.0,8.0,2018.0,758.4999999999998
185,17.0,1.0,8.0,2018.0,743.1
186,18.0,1.0,8.0,2018.0,741.0999999999999
187,19.0,1.0,8.0,2018.0,747.2999999999998
188,20.0,1.0,8.0,2018.0,754.5
189,21.0,1.0,8.0,2018.0,734.5999999999999
190,22.0,1.0,8.0,2018.0,764.5
191,23.0,1.0,8.0,2018.0,749.4000000000001
192,0.0,1.0,9.0,2018.0,741.9999999999998
193,1.0,1.0,9.0,2018.0,741.2
194,2.0,1.0,9.0,2018.0,740.8000000000001
195,3.0,1.0,9.0,2018.0,754.0000000000002
196,4.0,1.0,9.0,2018.0,756.0000000000002
197,5.0,1.0,9.0,2018.0,739.5999999999999
198,6.0,1.0,9.0,2018.0,741.8
199,7.0,1.0,9.0,2018.0,735.4
200,8.0,1.0,9.0,2018.0,714.5999999999999
201,9.0,1.0,9.0,2018.0,726.8
202,10.0,1.0,9.0,2018.0,752.9000000000001
203,11.0,1.0,9.0,2018.0,712.9000000000001
204,12.0,1.0,9.0,2018.0,760.3000000000001
205,13.0,1.0,9.0,2018.0,746.2999999999998
206,14.0,1.0,9.0,2018.0,776.2000000000002
207,15.0,1.0,9.0,2018.0,788.1
208,16.0,1.0,9.0,2018.0,794.5
209,17.0,1.0,9.0,2018.0,783.6999999999999
210,18.0,1.0,9.0,2018.0,770.0000000000002
211,19.0,1.0,9.0,2018.0,784.0999999999999
212,20.0,1.0,9.0,2018.0,799.7999999999998
213,21.0,1.0,9.0,2018.0,781.3
214,22.0,1.0,9.0,2018.0,774.5
215,23.0,1.0,9.0,2018.0,790.1
216,0.0,1.0,10.0,2018.0,790.9
217,1.0,1.0,10.0,2018.0,773.0
218,2.0,1.0,10.0,2018.0,769.2000000000002
219,3.0,1.0,10.0,2018.0,774.7
220,4.0,1.0,10.0,2018.0,753.5999999999999
221,5.0,1.0,10.0,2018.0,764.6999999999999
222,6.0,1.0,10.0,2018.0,773.3000000000001
223,7.0,1.0,10.0,2018.0,760.7000000000002
224,8.0,1.0,10.0,2018.0,755.5999999999999
225,9.0,1.0,10.0,2018.0,840.0
226,10.0,1.0,10.0,2018.0,792.9000000000001
227,11.0,1.0,10.0,2018.0,817.2999999999998
228,12.0,1.0,10.0,2018.0,812.9
229,13.0,1.0,10.0,2018.0,787.0
230,14.0,1.0,10.0,2018.0,795.5999999999999
231,15.0,1.0,10.0,2018.0,840.2
232,16.0,1.0,10.0,2018.0,768.5
233,17.0,1.0,10.0,2018.0,772.9
234,18.0,1.0,10.0,2018.0,756.5999999999999
235,19.0,1.0,10.0,2018.0,762.5999999999999
236,20.0,1.0,10.0,2018.0,752.7
237,21.0,1.0,10.0,2018.0,742.3
238,22.0,1.0,10.0,2018.0,745.2999999999998
239,23.0,1.0,10.0,2018.0,745.5999999999999
240,0.0,1.0,11.0,2018.0,753.5
241,1.0,1.0,11.0,2018.0,740.7000000000002
242,2.0,1.0,11.0,2018.0,730.3000000000001
243,3.0,1.0,11.0,2018.0,490.90000000000003
244,4.0,1.0,11.0,2018.0,-79.00000000000001
245,5.0,1.0,11.0,2018.0,-180.60000000000002
246,6.0,1.0,11.0,2018.0,24.299999999999997
247,7.0,1.0,11.0,2018.0,-79.1
248,8.0,1.0,11.0,2018.0,-284.90000000000003
249,9.0,1.0,11.0,2018.0,-212.39999999999998
250,10.0,1.0,11.0,2018.0,262.20000000000005
251,11.0,1.0,11.0,2018.0,482.1
252,12.0,1.0,11.0,2018.0,509.49999999999994
253,13.0,1.0,11.0,2018.0,505.30000000000007
254,14.0,1.0,11.0,2018.0,519.7
255,15.0,1.0,11.0,2018.0,535.5999999999999
256,16.0,1.0,11.0,2018.0,560.9000000000001
257,17.0,1.0,11.0,2018.0,536.5
258,18.0,1.0,11.0,2018.0,551.8
259,19.0,1.0,11.0,2018.0,521.0
260,20.0,1.0,11.0,2018.0,536.8000000000001
261,21.0,1.0,11.0,2018.0,550.0999999999999
262,22.0,1.0,11.0,2018.0,561.4000000000001
263,23.0,1.0,11.0,2018.0,536.9000000000001
264,0.0,1.0,12.0,2018.0,501.4999999999999
265,1.0,1.0,12.0,2018.0,501.3999999999999
266,2.0,1.0,12.0,2018.0,551.2000000000002
267,3.0,1.0,12.0,2018.0,527.8999999999999
268,4.0,1.0,12.0,2018.0,534.2
269,5.0,1.0,12.0,2018.0,515.5999999999999
270,6.0,1.0,12.0,2018.0,544.7000000000002
271,7.0,1.0,12.0,2018.0,511.0999999999999
272,8.0,1.0,12.0,2018.0,551.4000000000001
273,9.0,1.0,12.0,2018.0,566.8
274,10.0,1.0,12.0,2018.0,585.7
275,11.0,1.0,12.0,2018.0,569.9999999999999
276,12.0,1.0,12.0,2018.0,555.4000000000001
277,13.0,1.0,12.0,2018.0,555.1000000000001
278,14.0,1.0,12.0,2018.0,571.9000000000001
279,15.0,1.0,12.0,2018.0,560.2
280,16.0,1.0,12.0,2018.0,669.0999999999999
281,17.0,1.0,12.0,2018.0,795.5999999999999
282,18.0,1.0,12.0,2018.0,748.0999999999999
283,19.0,1.0,12.0,2018.0,739.4000000000001
284,20.0,1.0,12.0,2018.0,759.4999999999998
285,21.0,1.0,12.0,2018.0,778.5
286,22.0,1.0,12.0,2018.0,747.9
287,23.0,1.0,12.0,2018.0,774.5999999999999
288,0.0,1.0,13.0,2018.0,779.8
289,1.0,1.0,13.0,2018.0,776.6
290,2.0,1.0,13.0,2018.0,722.0999999999999
291,3.0,1.0,13.0,2018.0,715.2999999999998
292,4.0,1.0,13.0,2018.0,738.4999999999998
293,5.0,1.0,13.0,2018.0,507.0999999999999
294,6.0,1.0,13.0,2018.0,461.9000000000001
295,7.0,1.0,13.0,2018.0,468.0999999999999
296,8.0,1.0,13.0,2018.0,491.70000000000016
297,9.0,1.0,13.0,2018.0,501.29999999999995
298,10.0,1.0,13.0,2018.0,512.9000000000001
299,11.0,1.0,13.0,2018.0,505.9999999999999
300,12.0,1.0,13.0,2018.0,514.4
301,13.0,1.0,13.0,2018.0,482.3
302,14.0,1.0,13.0,2018.0,502.1000000000001
303,15.0,1.0,13.0,2018.0,512.1
304,16.0,1.0,13.0,2018.0,496.70000000000005
305,17.0,1.0,13.0,2018.0,495.9
306,18.0,1.0,13.0,2018.0,544.2
307,19.0,1.0,13.0,2018.0,534.0
308,20.0,1.0,13.0,2018.0,579.0
309,21.0,1.0,13.0,2018.0,521.3
310,22.0,1.0,13.0,2018.0,586.0
311,23.0,1.0,13.0,2018.0,756.3
312,0.0,1.0,14.0,2018.0,758.0999999999999
313,1.0,1.0,14.0,2018.0,739.0
314,2.0,1.0,14.0,2018.0,740.5000000000002
315,3.0,1.0,14.0,2018.0,746.9000000000001
316,4.0,1.0,14.0,2018.0,750.7000000000002
317,5.0,1.0,14.0,2018.0,498.6
318,6.0,1.0,14.0,2018.0,479.79999999999984
319,7.0,1.0,14.0,2018.0,491.0999999999999
320,8.0,1.0,14.0,2018.0,484.19999999999993
321,9.0,1.0,14.0,2018.0,513.6
322,10.0,1.0,14.0,2018.0,521.4999999999999
323,11.0,1.0,14.0,2018.0,490.9999999999999
324,12.0,1.0,14.0,2018.0,530.8
325,13.0,1.0,14.0,2018.0,557.4000000000001
326,14.0,1.0,14.0,2018.0,539.1
327,15.0,1.0,14.0,2018.0,540.7000000000002
328,16.0,1.0,14.0,2018.0,621.5999999999999
329,17.0,1.0,14.0,2018.0,817.8000000000001
330,18.0,1.0,14.0,2018.0,807.7000000000002
331,19.0,1.0,14.0,2018.0,820.0000000000002
332,20.0,1.0,14.0,2018.0,816.1
333,21.0,1.0,14.0,2018.0,820.5
334,22.0,1.0,14.0,2018.0,789.6999999999999
335,23.0,1.0,14.0,2018.0,807.2999999999998
336,0.0,1.0,15.0,2018.0,803.3
337,1.0,1.0,15.0,2018.0,813.2
338,2.0,1.0,15.0,2018.0,817.7000000000002
339,3.0,1.0,15.0,2018.0,802.2000000000002
340,4.0,1.0,15.0,2018.0,802.1999999999999
341,5.0,1.0,15.0,2018.0,823.2000000000002
342,6.0,1.0,15.0,2018.0,827.9
343,7.0,1.0,15.0,2018.0,797.0999999999999
344,8.0,1.0,15.0,2018.0,799.7999999999998
345,9.0,1.0,15.0,2018.0,811.8
346,10.0,1.0,15.0,2018.0,845.9000000000001
347,11.0,1.0,15.0,2018.0,816.2
348,12.0,1.0,15.0,2018.0,838.2
349,13.0,1.0,15.0,2018.0,827.9000000000001
350,14.0,1.0,15.0,2018.0,842.7
351,15.0,1.0,15.0,2018.0,877.7000000000002
352,16.0,1.0,15.0,2018.0,810.0
353,17.0,1.0,15.0,2018.0,835.7000000000002
354,18.0,1.0,15.0,2018.0,845.0
355,19.0,1.0,15.0,2018.0,821.0000000000002
356,20.0,1.0,15.0,2018.0,829.3000000000001
357,21.0,1.0,15.0,2018.0,857.2999999999998
358,22.0,1.0,15.0,2018.0,827.6
359,23.0,1.0,15.0,2018.0,824.4000000000001
360,0.0,1.0,16.0,2018.0,818.9
361,1.0,1.0,16.0,2018.0,815.1
362,2.0,1.0,16.0,2018.0,855.8000000000001
363,3.0,1.0,16.0,2018.0,842.7
364,4.0,1.0,16.0,2018.0,832.2000000000002
365,5.0,1.0,16.0,2018.0,818.4
366,6.0,1.0,16.0,2018.0,641.7000000000002
367,7.0,1.0,16.0,2018.0,558.2
368,8.0,1.0,16.0,2018.0,536.9000000000001
369,9.0,1.0,16.0,2018.0,538.3
370,10.0,1.0,16.0,2018.0,564.9000000000001
371,11.0,1.0,16.0,2018.0,615.5
372,12.0,1.0,16.0,2018.0,566.3
373,13.0,1.0,16.0,2018.0,575.3
374,14.0,1.0,16.0,2018.0,577.9000000000001
375,15.0,1.0,16.0,2018.0,550.7999999999998
376,16.0,1.0,16.0,2018.0,618.9000000000001
377,17.0,1.0,16.0,2018.0,837.2999999999998
378,18.0,1.0,16.0,2018.0,808.4999999999998
379,19.0,1.0,16.0,2018.0,805.1999999999999
380,20.0,1.0,16.0,2018.0,834.7999999999998
381,21.0,1.0,16.0,2018.0,832.2000000000002
382,22.0,1.0,16.0,2018.0,862.2
383,23.0,1.0,16.0,2018.0,875.9
384,0.0,1.0,17.0,2018.0,848.0
385,1.0,1.0,17.0,2018.0,830.2999999999998
386,2.0,1.0,17.0,2018.0,866.6
387,3.0,1.0,17.0,2018.0,899.5000000000002
388,4.0,1.0,17.0,2018.0,822.4
389,5.0,1.0,17.0,2018.0,612.9
390,6.0,1.0,17.0,2018.0,640.9
391,7.0,1.0,17.0,2018.0,650.0999999999999
392,8.0,1.0,17.0,2018.0,517.5999999999999
393,9.0,1.0,17.0,2018.0,561.7000000000002
394,10.0,1.0,17.0,2018.0,564.9
395,11.0,1.0,17.0,2018.0,546.2
396,12.0,1.0,17.0,2018.0,540.1
397,13.0,1.0,17.0,2018.0,570.5
398,14.0,1.0,17.0,2018.0,560.7000000000002
399,15.0,1.0,17.0,2018.0,571.9000000000001
400,16.0,1.0,17.0,2018.0,587.4000000000001
401,17.0,1.0,17.0,2018.0,549.4999999999999
402,18.0,1.0,17.0,2018.0,549.9999999999999
403,19.0,1.0,17.0,2018.0,584.9
404,20.0,1.0,17.0,2018.0,811.7000000000002
405,21.0,1.0,17.0,2018.0,855.0000000000002
406,22.0,1.0,17.0,2018.0,738.6999999999999
407,23.0,1.0,17.0,2018.0,369.20000000000005
408,0.0,1.0,18.0,2018.0,-194.4
409,1.0,1.0,18.0,2018.0,-225.60000000000002
410,2.0,1.0,18.0,2018.0,-218.79999999999998
411,3.0,1.0,18.0,2018.0,-232.39999999999998
412,4.0,1.0,18.0,2018.0,-226.79999999999998
413,5.0,1.0,18.0,2018.0,-219.50000000000003
414,6.0,1.0,18.0,2018.0,-183.1
415,7.0,1.0,18.0,2018.0,-189.79999999999995
416,8.0,1.0,18.0,2018.0,-221.79999999999998
417,9.0,1.0,18.0,2018.0,-194.0
418,10.0,1.0,18.0,2018.0,-221.2
419,11.0,1.0,18.0,2018.0,-168.9
420,12.0,1.0,18.0,2018.0,-196.00000000000003
421,13.0,1.0,18.0,2018.0,-192.39999999999998
422,14.0,1.0,18.0,2018.0,8.499999999999972
423,15.0,1.0,18.0,2018.0,330.19999999999993
424,16.0,1.0,18.0,2018.0,324.6000000000001
425,17.0,1.0,18.0,2018.0,279.9
426,18.0,1.0,18.0,2018.0,273.1000000000001
427,19.0,1.0,18.0,2018.0,318.1000000000001
428,20.0,1.0,18.0,2018.0,319.3
429,21.0,1.0,18.0,2018.0,276.8999999999999
430,22.0,1.0,18.0,2018.0,309.1
431,23.0,1.0,18.0,2018.0,299.6
432,0.0,1.0,19.0,2018.0,335.1000000000001
433,1.0,1.0,19.0,2018.0,384.1
434,2.0,1.0,19.0,2018.0,312.8
435,3.0,1.0,19.0,2018.0,303.7
436,4.0,1.0,19.0,2018.0,292.9
437,5.0,1.0,19.0,2018.0,304.3
438,6.0,1.0,19.0,2018.0,284.3999999999999
439,7.0,1.0,19.0,2018.0,331.8999999999999
440,8.0,1.0,19.0,2018.0,343.6
441,9.0,1.0,19.0,2018.0,322.1
442,10.0,1.0,19.0,2018.0,345.1000000000001
443,11.0,1.0,19.0,2018.0,327.20000000000005
444,12.0,1.0,19.0,2018.0,407.9
445,13.0,1.0,19.0,2018.0,397.7
446,14.0,1.0,19.0,2018.0,308.20000000000005
447,15.0,1.0,19.0,2018.0,689.8
448,16.0,1.0,19.0,2018.0,779.0
449,17.0,1.0,19.0,2018.0,815.8
450,18.0,1.0,19.0,2018.0,825.3
451,19.0,1.0,19.0,2018.0,833.7
452,20.0,1.0,19.0,2018.0,830.2000000000002
453,21.0,1.0,19.0,2018.0,835.7000000000002
454,22.0,1.0,19.0,2018.0,823.0
455,23.0,1.0,19.0,2018.0,829.5000000000002
456,0.0,1.0,20.0,2018.0,791.4000000000001
457,1.0,1.0,20.0,2018.0,604.0
458,2.0,1.0,20.0,2018.0,572.2999999999998
459,3.0,1.0,20.0,2018.0,554.8
460,4.0,1.0,20.0,2018.0,527.3
461,5.0,1.0,20.0,2018.0,532.8000000000001
462,6.0,1.0,20.0,2018.0,520.1
463,7.0,1.0,20.0,2018.0,515.5000000000001
464,8.0,1.0,20.0,2018.0,526.3
465,9.0,1.0,20.0,2018.0,540.4
466,10.0,1.0,20.0,2018.0,469.49999999999994
467,11.0,1.0,20.0,2018.0,453.6000000000001
468,12.0,1.0,20.0,2018.0,-208.9
469,13.0,1.0,20.0,2018.0,-271.00000000000006
470,14.0,1.0,20.0,2018.0,-286.70000000000005
471,15.0,1.0,20.0,2018.0,-272.19999999999993
472,16.0,1.0,20.0,2018.0,-200.60000000000002
473,17.0,1.0,20.0,2018.0,34.900000000000006
474,18.0,1.0,20.0,2018.0,39.70000000000001
475,19.0,1.0,20.0,2018.0,34.8
476,20.0,1.0,20.0,2018.0,39.8
477,21.0,1.0,20.0,2018.0,520.1
478,22.0,1.0,20.0,2018.0,588.5
479,23.0,1.0,20.0,2018.0,453.90000000000003
480,0.0,1.0,21.0,2018.0,473.20000000000005
481,1.0,1.0,21.0,2018.0,507.20000000000005
482,2.0,1.0,21.0,2018.0,674.4000000000001
483,3.0,1.0,21.0,2018.0,774.4
484,4.0,1.0,21.0,2018.0,723.9999999999998
485,5.0,1.0,21.0,2018.0,681.5000000000002
486,6.0,1.0,21.0,2018.0,458.5
487,7.0,1.0,21.0,2018.0,468.79999999999995
488,8.0,1.0,21.0,2018.0,450.79999999999995
489,9.0,1.0,21.0,2018.0,442.4000000000001
490,10.0,1.0,21.0,2018.0,445.50000000000006
491,11.0,1.0,21.0,2018.0,458.4999999999999
492,12.0,1.0,21.0,2018.0,463.5000000000001
493,13.0,1.0,21.0,2018.0,478.0
494,14.0,1.0,21.0,2018.0,457.1
495,15.0,1.0,21.0,2018.0,478.5999999999999
496,16.0,1.0,21.0,2018.0,594.3
497,17.0,1.0,21.0,2018.0,764.1
498,18.0,1.0,21.0,2018.0,780.9
499,19.0,1.0,21.0,2018.0,785.1999999999999
500,20.0,1.0,21.0,2018.0,790.2999999999998
501,21.0,1.0,21.0,2018.0,785.5999999999999
502,22.0,1.0,21.0,2018.0,785.4
503,23.0,1.0,21.0,2018.0,832.5
504,0.0,1.0,22.0,2018.0,793.3
505,1.0,1.0,22.0,2018.0,791.0
506,2.0,1.0,22.0,2018.0,786.2000000000002
507,3.0,1.0,22.0,2018.0,770.0999999999999
508,4.0,1.0,22.0,2018.0,768.5
509,5.0,1.0,22.0,2018.0,779.5999999999999
510,6.0,1.0,22.0,2018.0,769.2000000000002
511,7.0,1.0,22.0,2018.0,761.8
512,8.0,1.0,22.0,2018.0,725.9999999999998
513,9.0,1.0,22.0,2018.0,762.1999999999999
514,10.0,1.0,22.0,2018.0,765.2999999999998
515,11.0,1.0,22.0,2018.0,779.3000000000001
516,12.0,1.0,22.0,2018.0,821.8
517,13.0,1.0,22.0,2018.0,775.7999999999998
518,14.0,1.0,22.0,2018.0,785.2999999999998
519,15.0,1.0,22.0,2018.0,825.8000000000001
520,16.0,1.0,22.0,2018.0,824.5999999999999
521,17.0,1.0,22.0,2018.0,810.2000000000002
522,18.0,1.0,22.0,2018.0,810.7999999999998
523,19.0,1.0,22.0,2018.0,822.4999999999998
524,20.0,1.0,22.0,2018.0,818.0000000000002
525,21.0,1.0,22.0,2018.0,810.1
526,22.0,1.0,22.0,2018.0,807.7000000000002
527,23.0,1.0,22.0,2018.0,817.8000000000001
528,0.0,1.0,23.0,2018.0,840.3
529,1.0,1.0,23.0,2018.0,802.2999999999998
530,2.0,1.0,23.0,2018.0,813.4000000000001
531,3.0,1.0,23.0,2018.0,818.0
532,4.0,1.0,23.0,2018.0,810.4000000000001
533,5.0,1.0,23.0,2018.0,812.9000000000001
534,6.0,1.0,23.0,2018.0,817.7
535,7.0,1.0,23.0,2018.0,817.7
536,8.0,1.0,23.0,2018.0,598.3
537,9.0,1.0,23.0,2018.0,548.7999999999998
538,10.0,1.0,23.0,2018.0,499.7
539,11.0,1.0,23.0,2018.0,508.80000000000007
540,12.0,1.0,23.0,2018.0,492.5
541,13.0,1.0,23.0,2018.0,516.8000000000001
542,14.0,1.0,23.0,2018.0,523.9
543,15.0,1.0,23.0,2018.0,627.8
544,16.0,1.0,23.0,2018.0,927.4
545,17.0,1.0,23.0,2018.0,845.8
