,date,month,hour,values_2023,values_2022,values_2021,values_2020,values_2019,values_2018
91,4.0,1.0,19.0,4236.0,5048.0,5860.0,6672.0,7484.0,8296.0
92,4.0,1.0,20.0,64400.0,33916.0,3432.0,-27052.0,-57536.0,-88020.0
93,4.0,1.0,21.0,4572.0,4415.0,4258.0,4101.0,3944.0,3787.0
94,4.0,1.0,22.0,4476.0,3661.0,2846.0,2031.0,1216.0,401.0
95,4.0,1.0,23.0,42400.0,23169.0,3938.0,-15293.0,-34524.0,-53755.0
96,5.0,1.0,0.0,4248.0,3804.0,3360.0,2916.0,2472.0,2028.0
97,5.0,1.0,1.0,11668.0,7335.0,3002.0,-1331.0,-5664.0,-9997.0
98,5.0,1.0,2.0,5296.0,4603.0,3910.0,3217.0,2524.0,1831.0
99,5.0,1.0,3.0,4316.0,3325.0,2334.0,1343.0,352.0,-639.0
100,5.0,1.0,4.0,6616.0,5439.0,4262.0,3085.0,1908.0,731.0
101,5.0,1.0,5.0,4648.0,3294.0,1940.0,586.0,-768.0,-2122.0
102,5.0,1.0,6.0,19388.0,11805.0,4222.0,-3361.0,-10944.0,-18527.0
103,5.0,1.0,7.0,18076.0,10204.0,2332.0,-5540.0,-13412.0,-21284.0
104,5.0,1.0,8.0,4944.0,7825.0,10706.0,13587.0,16468.0,19349.0
105,5.0,1.0,9.0,6660.0,9344.0,12028.0,14712.0,17396.0,20080.0
106,5.0,1.0,10.0,7424.0,6036.0,4648.0,3260.0,1872.0,484.0
107,5.0,1.0,11.0,7304.0,5604.0,3904.0,2204.0,504.0,-1196.0
108,5.0,1.0,12.0,4464.0,4258.0,4052.0,3846.0,3640.0,3434.0
109,5.0,1.0,13.0,6208.0,5884.0,5560.0,5236.0,4912.0,4588.0
110,5.0,1.0,14.0,7392.0,7274.0,7156.0,7038.0,6920.0,6802.0
111,5.0,1.0,15.0,6864.0,6739.0,6614.0,6489.0,6364.0,6239.0
112,5.0,1.0,16.0,23292.0,13735.0,4178.0,-5379.0,-14936.0,-24493.0
113,5.0,1.0,17.0,26744.0,18368.0,9992.0,1616.0,-6760.0,-15136.0
114,5.0,1.0,18.0,17068.0,15014.0,12960.0,10906.0,8852.0,6798.0
115,5.0,1.0,19.0,8012.0,7336.0,6660.0,5984.0,5308.0,4632.0
116,5.0,1.0,20.0,6656.0,5506.0,4356.0,3206.0,2056.0,906.0
117,5.0,1.0,21.0,4488.0,3631.0,2774.0,1917.0,1060.0,203.0
118,5.0,1.0,22.0,6516.0,4894.0,3272.0,1650.0,28.0,-1594.0
119,5.0,1.0,23.0,4496.0,4318.0,4140.0,3962.0,3784.0,3606.0
120,6.0,1.0,0.0,4408.0,3270.0,2132.0,994.0,-144.0,-1282.0
121,6.0,1.0,1.0,4656.0,4665.0,4674.0,4683.0,4692.0,4701.0
122,6.0,1.0,2.0,4008.0,3258.0,2508.0,1758.0,1008.0,258.0
123,6.0,1.0,3.0,3976.0,3953.0,3930.0,3907.0,3884.0,3861.0
124,6.0,1.0,4.0,108000.0,55096.0,2192.0,-50712.0,-103616.0,-156520.0
125,6.0,1.0,5.0,6148.0,4907.0,3666.0,2425.0,1184.0,-57.0
126,6.0,1.0,6.0,19152.0,11128.0,3104.0,-4920.0,-12944.0,-20968.0
127,6.0,1.0,7.0,22492.0,12650.0,2808.0,-7034.0,-16876.0,-26718.0
128,6.0,1.0,8.0,7824.0,10370.0,12916.0,15462.0,18008.0,20554.0
129,6.0,1.0,9.0,5064.0,9931.0,14798.0,19665.0,24532.0,29399.0
130,6.0,1.0,10.0,8984.0,6730.0,4476.0,2222.0,-32.0,-2286.0
131,6.0,1.0,11.0,10968.0,8444.0,5920.0,3396.0,872.0,-1652.0
132,6.0,1.0,12.0,9272.0,6468.0,3664.0,860.0,-1944.0,-4748.0
133,6.0,1.0,13.0,6696.0,6416.0,6136.0,5856.0,5576.0,5296.0
134,6.0,1.0,14.0,5652.0,4770.0,3888.0,3006.0,2124.0,1242.0
135,6.0,1.0,15.0,7316.0,6091.0,4866.0,3641.0,2416.0,1191.0
136,6.0,1.0,16.0,146800.0,77076.0,7352.0,-62372.0,-132096.0,-201820.0
137,6.0,1.0,17.0,25852.0,19928.0,14004.0,8080.0,2156.0,-3768.0
138,6.0,1.0,18.0,16536.0,14949.0,13362.0,11775.0,10188.0,8601.0
139,6.0,1.0,19.0,6656.0,6396.0,6136.0,5876.0,5616.0,5356.0
140,6.0,1.0,20.0,4536.0,3922.0,3308.0,2694.0,2080.0,1466.0
141,6.0,1.0,21.0,4460.0,3924.0,3388.0,2852.0,2316.0,1780.0
142,6.0,1.0,22.0,6116.0,4344.0,2572.0,800.0,-972.0,-2744.0
143,6.0,1.0,23.0,4092.0,3934.0,3776.0,3618.0,3460.0,3302.0
144,7.0,1.0,0.0,4424.0,3633.0,2842.0,2051.0,1260.0,469.0
145,7.0,1.0,1.0,6164.0,4839.0,3514.0,2189.0,864.0,-461.0
146,7.0,1.0,2.0,4136.0,3680.0,3224.0,2768.0,2312.0,1856.0
147,7.0,1.0,3.0,6568.0,4674.0,2780.0,886.0,-1008.0,-2902.0
148,7.0,1.0,4.0,4436.0,4044.0,3652.0,3260.0,2868.0,2476.0
149,7.0,1.0,5.0,5212.0,4481.0,3750.0,3019.0,2288.0,1557.0
150,7.0,1.0,6.0,20568.0,11529.0,2490.0,-6549.0,-15588.0,-24627.0
151,7.0,1.0,7.0,15460.0,9397.0,3334.0,-2729.0,-8792.0,-14855.0
152,7.0,1.0,8.0,7656.0,8927.0,10198.0,11469.0,12740.0,14011.0
153,7.0,1.0,9.0,52000.0,32376.0,12752.0,-6872.0,-26496.0,-46120.0
154,7.0,1.0,10.0,13988.0,9723.0,5458.0,1193.0,-3072.0,-7337.0
155,7.0,1.0,11.0,20808.0,14005.0,7202.0,399.0,-6404.0,-13207.0
156,7.0,1.0,12.0,93600.0,50625.0,7650.0,-35325.0,-78300.0,-121275.0
157,7.0,1.0,13.0,60400.0,33812.0,7224.0,-19364.0,-45952.0,-72540.0
158,7.0,1.0,14.0,6456.0,5741.0,5026.0,4311.0,3596.0,2881.0
159,7.0,1.0,15.0,10628.0,8577.0,6526.0,4475.0,2424.0,373.0
160,7.0,1.0,16.0,25444.0,15787.0,6130.0,-3527.0,-13184.0,-22841.0
161,7.0,1.0,17.0,22764.0,17684.0,12604.0,7524.0,2444.0,-2636.0
162,7.0,1.0,18.0,16596.0,15975.0,15354.0,14733.0,14112.0,13491.0
163,7.0,1.0,19.0,10180.0,9331.0,8482.0,7633.0,6784.0,5935.0
164,7.0,1.0,20.0,4484.0,4006.0,3528.0,3050.0,2572.0,2094.0
165,7.0,1.0,21.0,4356.0,3180.0,2004.0,828.0,-348.0,-1524.0
166,7.0,1.0,22.0,4384.0,3823.0,3262.0,2701.0,2140.0,1579.0
167,7.0,1.0,23.0,6260.0,4412.0,2564.0,716.0,-1132.0,-2980.0
168,8.0,1.0,0.0,4428.0,3888.0,3348.0,2808.0,2268.0,1728.0
169,8.0,1.0,1.0,4220.0,3076.0,1932.0,788.0,-356.0,-1500.0
170,8.0,1.0,2.0,4084.0,3959.0,3834.0,3709.0,3584.0,3459.0
171,8.0,1.0,3.0,6180.0,4044.0,1908.0,-228.0,-2364.0,-4500.0
172,8.0,1.0,4.0,4300.0,3982.0,3664.0,3346.0,3028.0,2710.0
173,8.0,1.0,5.0,4152.0,3317.0,2482.0,1647.0,812.0,-23.0
174,8.0,1.0,6.0,19092.0,11151.0,3210.0,-4731.0,-12672.0,-20613.0
175,8.0,1.0,7.0,18404.0,10669.0,2934.0,-4801.0,-12536.0,-20271.0
176,8.0,1.0,8.0,5528.0,9140.0,12752.0,16364.0,19976.0,23588.0
177,8.0,1.0,9.0,5928.0,7267.0,8606.0,9945.0,11284.0,12623.0
178,8.0,1.0,10.0,6616.0,5435.0,4254.0,3073.0,1892.0,711.0
179,8.0,1.0,11.0,100000.0,51229.0,2458.0,-46313.0,-95084.0,-143855.0
180,8.0,1.0,12.0,9232.0,6978.0,4724.0,2470.0,216.0,-2038.0
181,8.0,1.0,13.0,6016.0,4328.0,2640.0,952.0,-736.0,-2424.0
182,8.0,1.0,14.0,9012.0,7158.0,5304.0,3450.0,1596.0,-258.0
183,8.0,1.0,15.0,9148.0,6052.0,2956.0,-140.0,-3236.0,-6332.0
184,8.0,1.0,16.0,27212.0,16415.0,5618.0,-5179.0,-15976.0,-26773.0
185,8.0,1.0,17.0,31684.0,21151.0,10618.0,85.0,-10448.0,-20981.0
186,8.0,1.0,18.0,188800.0,100514.0,12228.0,-76058.0,-164344.0,-252630.0
187,8.0,1.0,19.0,4364.0,4973.0,5582.0,6191.0,6800.0,7409.0
188,8.0,1.0,20.0,5964.0,4735.0,3506.0,2277.0,1048.0,-181.0
189,8.0,1.0,21.0,4068.0,3287.0,2506.0,1725.0,944.0,163.0
190,8.0,1.0,22.0,43200.0,23415.0,3630.0,-16155.0,-35940.0,-55725.0
191,8.0,1.0,23.0,6012.0,4311.0,2610.0,909.0,-792.0,-2493.0
192,9.0,1.0,0.0,3976.0,3935.0,3894.0,3853.0,3812.0,3771.0
193,9.0,1.0,1.0,4184.0,3365.0,2546.0,1727.0,908.0,89.0
194,9.0,1.0,2.0,6500.0,4807.0,3114.0,1421.0,-272.0,-1965.0
195,9.0,1.0,3.0,4196.0,3692.0,3188.0,2684.0,2180.0,1676.0
196,9.0,1.0,4.0,5112.0,3809.0,2506.0,1203.0,-100.0,-1403.0
197,9.0,1.0,5.0,5232.0,4552.0,3872.0,3192.0,2512.0,1832.0
198,9.0,1.0,6.0,19572.0,10766.0,1960.0,-6846.0,-15652.0,-24458.0
199,9.0,1.0,7.0,23872.0,13572.0,3272.0,-7028.0,-17328.0,-27628.0
200,9.0,1.0,8.0,7936.0,9710.0,11484.0,13258.0,15032.0,16806.0
201,9.0,1.0,9.0,7780.0,9028.0,10276.0,11524.0,12772.0,14020.0
202,9.0,1.0,10.0,6052.0,5371.0,4690.0,4009.0,3328.0,2647.0
203,9.0,1.0,11.0,7888.0,6392.0,4896.0,3400.0,1904.0,408.0
204,9.0,1.0,12.0,4724.0,4759.0,4794.0,4829.0,4864.0,4899.0
205,9.0,1.0,13.0,5148.0,4944.0,4740.0,4536.0,4332.0,4128.0
206,9.0,1.0,14.0,99200.0,52385.0,5570.0,-41245.0,-88060.0,-134875.0
207,9.0,1.0,15.0,4940.0,4614.0,4288.0,3962.0,3636.0,3310.0
208,9.0,1.0,16.0,11976.0,8926.0,5876.0,2826.0,-224.0,-3274.0
209,9.0,1.0,17.0,25192.0,19115.0,13038.0,6961.0,884.0,-5193.0
210,9.0,1.0,18.0,18548.0,15071.0,11594.0,8117.0,4640.0,1163.0
211,9.0,1.0,19.0,4364.0,4896.0,5428.0,5960.0,6492.0,7024.0
212,9.0,1.0,20.0,4532.0,4380.0,4228.0,4076.0,3924.0,3772.0
213,9.0,1.0,21.0,4356.0,3457.0,2558.0,1659.0,760.0,-139.0
214,9.0,1.0,22.0,6104.0,5283.0,4462.0,3641.0,2820.0,1999.0
215,9.0,1.0,23.0,4372.0,3256.0,2140.0,1024.0,-92.0,-1208.0
216,10.0,1.0,0.0,4516.0,4482.0,4448.0,4414.0,4380.0,4346.0
217,10.0,1.0,1.0,6136.0,4253.0,2370.0,487.0,-1396.0,-3279.0
218,10.0,1.0,2.0,4100.0,4115.0,4130.0,4145.0,4160.0,4175.0
219,10.0,1.0,3.0,4156.0,3097.0,2038.0,979.0,-80.0,-1139.0
220,10.0,1.0,4.0,4384.0,4179.0,3974.0,3769.0,3564.0,3359.0
221,10.0,1.0,5.0,11416.0,6701.0,1986.0,-2729.0,-7444.0,-12159.0
222,10.0,1.0,6.0,19188.0,11445.0,3702.0,-4041.0,-11784.0,-19527.0
223,10.0,1.0,7.0,20228.0,11911.0,3594.0,-4723.0,-13040.0,-21357.0
224,10.0,1.0,8.0,5996.0,10932.0,15868.0,20804.0,25740.0,30676.0
225,10.0,1.0,9.0,6712.0,9614.0,12516.0,15418.0,18320.0,21222.0
226,10.0,1.0,10.0,5496.0,4855.0,4214.0,3573.0,2932.0,2291.0
227,10.0,1.0,11.0,5224.0,4431.0,3638.0,2845.0,2052.0,1259.0
228,10.0,1.0,12.0,5912.0,5904.0,5896.0,5888.0,5880.0,5872.0
229,10.0,1.0,13.0,6428.0,4982.0,3536.0,2090.0,644.0,-802.0
230,10.0,1.0,14.0,5032.0,5729.0,6426.0,7123.0,7820.0,8517.0
231,10.0,1.0,15.0,5796.0,4823.0,3850.0,2877.0,1904.0,931.0
232,10.0,1.0,16.0,18916.0,11780.0,4644.0,-2492.0,-9628.0,-16764.0
233,10.0,1.0,17.0,32516.0,20670.0,8824.0,-3022.0,-14868.0,-26714.0
234,10.0,1.0,18.0,17512.0,15461.0,13410.0,11359.0,9308.0,7257.0
235,10.0,1.0,19.0,4484.0,5586.0,6688.0,7790.0,8892.0,9994.0
236,10.0,1.0,20.0,4448.0,3216.0,1984.0,752.0,-480.0,-1712.0
237,10.0,1.0,21.0,45600.0,24589.0,3578.0,-17433.0,-38444.0,-59455.0
238,10.0,1.0,22.0,4512.0,4001.0,3490.0,2979.0,2468.0,1957.0
239,10.0,1.0,23.0,6432.0,4688.0,2944.0,1200.0,-544.0,-2288.0
240,11.0,1.0,0.0,4740.0,4433.0,4126.0,3819.0,3512.0,3205.0
241,11.0,1.0,1.0,4328.0,3426.0,2524.0,1622.0,720.0,-182.0
242,11.0,1.0,2.0,4340.0,4244.0,4148.0,4052.0,3956.0,3860.0
243,11.0,1.0,3.0,4220.0,3541.0,2862.0,2183.0,1504.0,825.0
244,11.0,1.0,4.0,6104.0,4562.0,3020.0,1478.0,-64.0,-1606.0
245,11.0,1.0,5.0,4452.0,3789.0,3126.0,2463.0,1800.0,1137.0
246,11.0,1.0,6.0,19628.0,11497.0,3366.0,-4765.0,-12896.0,-21027.0
247,11.0,1.0,7.0,218000.0,110602.0,3204.0,-104194.0,-211592.0,-318990.0
248,11.0,1.0,8.0,9204.0,9857.0,10510.0,11163.0,11816.0,12469.0
249,11.0,1.0,9.0,5776.0,8431.0,11086.0,13741.0,16396.0,19051.0
250,11.0,1.0,10.0,56400.0,29631.0,2862.0,-23907.0,-50676.0,-77445.0
251,11.0,1.0,11.0,10588.0,7665.0,4742.0,1819.0,-1104.0,-4027.0
252,11.0,1.0,12.0,9232.0,6533.0,3834.0,1135.0,-1564.0,-4263.0
253,11.0,1.0,13.0,5188.0,4631.0,4074.0,3517.0,2960.0,2403.0
254,11.0,1.0,14.0,5904.0,5054.0,4204.0,3354.0,2504.0,1654.0
255,11.0,1.0,15.0,5884.0,5383.0,4882.0,4381.0,3880.0,3379.0
256,11.0,1.0,16.0,21188.0,12862.0,4536.0,-3790.0,-12116.0,-20442.0
257,11.0,1.0,17.0,25356.0,18867.0,12378.0,5889.0,-600.0,-7089.0
258,11.0,1.0,18.0,16740.0,16116.0,15492.0,14868.0,14244.0,13620.0
259,11.0,1.0,19.0,4236.0,5440.0,6644.0,7848.0,9052.0,10256.0
260,11.0,1.0,20.0,64400.0,33311.0,2222.0,-28867.0,-59956.0,-91045.0
261,11.0,1.0,21.0,4572.0,4157.0,3742.0,3327.0,2912.0,2497.0
262,11.0,1.0,22.0,4476.0,3222.0,1968.0,714.0,-540.0,-1794.0
263,11.0,1.0,23.0,42400.0,22764.0,3128.0,-16508.0,-36144.0,-55780.0
264,12.0,1.0,0.0,4248.0,3119.0,1990.0,861.0,-268.0,-1397.0
265,12.0,1.0,1.0,11668.0,7634.0,3600.0,-434.0,-4468.0,-8502.0
266,12.0,1.0,2.0,5296.0,3631.0,1966.0,301.0,-1364.0,-3029.0
267,12.0,1.0,3.0,4316.0,4152.0,3988.0,3824.0,3660.0,3496.0
268,12.0,1.0,4.0,6616.0,4314.0,2012.0,-290.0,-2592.0,-4894.0
269,12.0,1.0,5.0,4648.0,4350.0,4052.0,3754.0,3456.0,3158.0
270,12.0,1.0,6.0,19388.0,10700.0,2012.0,-6676.0,-15364.0,-24052.0
271,12.0,1.0,7.0,18076.0,11076.0,4076.0,-2924.0,-9924.0,-16924.0
272,12.0,1.0,8.0,4944.0,7239.0,9534.0,11829.0,14124.0,16419.0
273,12.0,1.0,9.0,6660.0,9439.0,12218.0,14997.0,17776.0,20555.0
274,12.0,1.0,10.0,7424.0,5218.0,3012.0,806.0,-1400.0,-3606.0
275,12.0,1.0,11.0,7304.0,6321.0,5338.0,4355.0,3372.0,2389.0
276,12.0,1.0,12.0,4464.0,4849.0,5234.0,5619.0,6004.0,6389.0
277,12.0,1.0,13.0,6208.0,6003.0,5798.0,5593.0,5388.0,5183.0
278,12.0,1.0,14.0,7392.0,5976.0,4560.0,3144.0,1728.0,312.0
279,12.0,1.0,15.0,6864.0,5298.0,3732.0,2166.0,600.0,-966.0
280,12.0,1.0,16.0,23292.0,13321.0,3350.0,-6621.0,-16592.0,-26563.0
281,12.0,1.0,17.0,26744.0,17719.0,8694.0,-331.0,-9356.0,-18381.0
282,12.0,1.0,18.0,17068.0,14623.0,12178.0,9733.0,7288.0,4843.0
283,12.0,1.0,19.0,8012.0,6203.0,4394.0,2585.0,776.0,-1033.0
284,12.0,1.0,20.0,6656.0,4787.0,2918.0,1049.0,-820.0,-2689.0
285,12.0,1.0,21.0,4488.0,3959.0,3430.0,2901.0,2372.0,1843.0
286,12.0,1.0,22.0,6516.0,4736.0,2956.0,1176.0,-604.0,-2384.0
287,12.0,1.0,23.0,4496.0,3873.0,3250.0,2627.0,2004.0,1381.0
288,13.0,1.0,0.0,4408.0,3512.0,2616.0,1720.0,824.0,-72.0
289,13.0,1.0,1.0,4656.0,4267.0,3878.0,3489.0,3100.0,2711.0
290,13.0,1.0,2.0,4008.0,3693.0,3378.0,3063.0,2748.0,2433.0
291,13.0,1.0,3.0,3976.0,3183.0,2390.0,1597.0,804.0,11.0
292,13.0,1.0,4.0,108000.0,55690.0,3380.0,-48930.0,-101240.0,-153550.0
293,13.0,1.0,5.0,6148.0,4402.0,2656.0,910.0,-836.0,-2582.0
294,13.0,1.0,6.0,19152.0,11189.0,3226.0,-4737.0,-12700.0,-20663.0
295,13.0,1.0,7.0,22492.0,12573.0,2654.0,-7265.0,-17184.0,-27103.0
296,13.0,1.0,8.0,7824.0,9556.0,11288.0,13020.0,14752.0,16484.0
297,13.0,1.0,9.0,5064.0,8182.0,11300.0,14418.0,17536.0,20654.0
298,13.0,1.0,10.0,8984.0,7486.0,5988.0,4490.0,2992.0,1494.0
299,13.0,1.0,11.0,10968.0,8808.0,6648.0,4488.0,2328.0,168.0
300,13.0,1.0,12.0,9272.0,7736.0,6200.0,4664.0,3128.0,1592.0
301,13.0,1.0,13.0,6696.0,5243.0,3790.0,2337.0,884.0,-569.0
302,13.0,1.0,14.0,5652.0,5204.0,4756.0,4308.0,3860.0,3412.0
303,13.0,1.0,15.0,7316.0,6088.0,4860.0,3632.0,2404.0,1176.0
304,13.0,1.0,16.0,146800.0,75734.0,4668.0,-66398.0,-137464.0,-208530.0
305,13.0,1.0,17.0,25852.0,17122.0,8392.0,-338.0,-9068.0,-17798.0
306,13.0,1.0,18.0,16536.0,14173.0,11810.0,9447.0,7084.0,4721.0
307,13.0,1.0,19.0,6656.0,7428.0,8200.0,8972.0,9744.0,10516.0
308,13.0,1.0,20.0,4536.0,3795.0,3054.0,2313.0,1572.0,831.0
309,13.0,1.0,21.0,4460.0,4540.0,4620.0,4700.0,4780.0,4860.0
310,13.0,1.0,22.0,6116.0,4306.0,2496.0,686.0,-1124.0,-2934.0
